Solar_Power,Temperature
0.0,-204.4030969796098
0.01001001001001001,-461.6607729180973
0.02002002002002002,215.4880451183574
0.03003003003003003,-140.3821454302618
0.04004004004004004,786.2056858306665
0.050050050050050046,-592.8892651170246
0.06006006006006006,-178.0371991690318
0.07007007007007007,29.539952419200883
0.08008008008008008,-268.87657293664597
0.09009009009009009,118.72618357939666
0.10010010010010009,386.6619071487629
0.11011011011011011,759.1153755397147
0.12012012012012012,271.11544019468045
0.13013013013013014,-835.1809523002266
0.14014014014014015,23.90774252456787
0.15015015015015015,-422.0932634969307
0.16016016016016016,165.752495093683
0.17017017017017017,-187.61222207000904
0.18018018018018017,-87.05999082595999
0.19019019019019018,351.40709677695446
0.20020020020020018,1.4850162947218126
0.21021021021021022,632.9712006205394
0.22022022022022023,509.42765684790055
0.23023023023023023,-377.48008907519187
0.24024024024024024,-148.60563978264753
0.2502502502502503,218.13104676039362
0.2602602602602603,-72.71263831459939
0.2702702702702703,348.59294056782613
0.2802802802802803,235.03564950839063
0.2902902902902903,-537.7642976066315
0.3003003003003003,199.37933804839042
0.3103103103103103,-348.651742105891
0.3203203203203203,83.9241883462869
0.3303303303303303,-1093.113846141843
0.34034034034034033,1123.2467192561726
0.35035035035035034,595.2319314403875
0.36036036036036034,315.1567055308051
0.37037037037037035,-261.23500179003753
0.38038038038038036,-246.11861056923624
0.39039039039039036,-114.15813152959214
0.40040040040040037,-303.9101899906615
0.41041041041041043,406.7141712261203
0.42042042042042044,1.8584232316786071
0.43043043043043044,382.5876107614522
0.44044044044044045,118.24373892300173
0.45045045045045046,-639.1264192391341
0.46046046046046046,-191.59850851796813
0.47047047047047047,-565.5208016910085
0.4804804804804805,449.0200425430553
0.4904904904904905,-169.52708365673365
0.5005005005005005,198.65754210724936
0.5105105105105106,-482.23262638134366
0.5205205205205206,183.62451419174295
0.5305305305305306,150.78210529423754
0.5405405405405406,-511.28620922030206
0.5505505505505506,13.005390022553426
0.5605605605605606,431.9223017537911
